Column1,work_year,Experience,experience_level,EmpType,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,companyseze,,Ex level,Ex level FF
515,2022,Intermediate,MI,Full Time,FT,Data Scientist,48000,USD,48000,RU,100,US,S,Small,,,
516,2022,Senior,SE,Full Time,FT,Data Science Manager,152500,USD,152500,US,100,US,M,Medium,,,
517,2022,Intermediate,MI,Full Time,FT,Data Engineer,62000,EUR,68147,FR,100,FR,M,Medium,,,
518,2022,Intermediate,MI,Full Time,FT,Data Scientist,115000,CHF,122346,CH,0,CH,L,Large,,,
519,2022,Senior,SE,Full Time,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L,Large,,,
520,2022,Intermediate,MI,Full Time,FT,Data Scientist,88000,CAD,69336,CA,100,CA,M,Medium,,,
521,2022,Junior,EN,Full Time,FT,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M,Medium,,,
522,2022,Intermediate,MI,Full Time,FT,Data Analyst,20000,USD,20000,GR,100,GR,S,Small,,,
523,2022,Senior,SE,Full Time,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L,Large,,,
524,2022,Intermediate,MI,Full Time,FT,Data Scientist,135000,USD,135000,US,100,US,L,Large,,,
525,2022,Senior,SE,Full Time,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L,Large,,,
526,2022,Intermediate,MI,Full Time,FT,Data Scientist,78000,USD,78000,US,100,US,M,Medium,,,
527,2022,Senior,SE,Full Time,FT,Data Analyst,135000,USD,135000,US,100,US,M,Medium,,,
528,2022,Senior,SE,Full Time,FT,Data Analyst,100000,USD,100000,US,100,US,M,Medium,,,
529,2022,Senior,SE,Full Time,FT,Data Analyst,90320,USD,90320,US,100,US,M,Medium,,,
530,2022,Intermediate,MI,Full Time,FT,Data Analyst,85000,USD,85000,CA,0,CA,M,Medium,,,
531,2022,Intermediate,MI,Full Time,FT,Data Analyst,75000,USD,75000,CA,0,CA,M,Medium,,,
532,2022,Senior,SE,Full Time,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M,Medium,,,
533,2022,Senior,SE,Full Time,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M,Medium,,,
534,2022,Senior,SE,Full Time,FT,Data Architect,266400,USD,266400,US,100,US,M,Medium,,,
535,2022,Senior,SE,Full Time,FT,Data Architect,213120,USD,213120,US,100,US,M,Medium,,,
536,2022,Senior,SE,Full Time,FT,Data Analyst,112900,USD,112900,US,100,US,M,Medium,,,
537,2022,Senior,SE,Full Time,FT,Data Engineer,155000,USD,155000,US,100,US,M,Medium,,,
538,2022,Intermediate,MI,Full Time,FT,Data Scientist,141300,USD,141300,US,0,US,M,Medium,,,
539,2022,Intermediate,MI,Full Time,FT,Data Scientist,102100,USD,102100,US,0,US,M,Medium,,,
540,2022,Senior,SE,Full Time,FT,Data Analyst,115934,USD,115934,US,100,US,M,Medium,,,
541,2022,Senior,SE,Full Time,FT,Data Analyst,81666,USD,81666,US,100,US,M,Medium,,,
542,2022,Intermediate,MI,Full Time,FT,Data Engineer,206699,USD,206699,US,0,US,M,Medium,,,
543,2022,Intermediate,MI,Full Time,FT,Data Engineer,99100,USD,99100,US,0,US,M,Medium,,,
544,2022,Senior,SE,Full Time,FT,Data Engineer,130000,USD,130000,US,100,US,M,Medium,,,
545,2022,Senior,SE,Full Time,FT,Data Engineer,115000,USD,115000,US,100,US,M,Medium,,,
546,2022,Senior,SE,Full Time,FT,Data Engineer,110500,USD,110500,US,100,US,M,Medium,,,
547,2022,Senior,SE,Full Time,FT,Data Engineer,130000,USD,130000,US,100,US,M,Medium,,,
548,2022,Senior,SE,Full Time,FT,Data Analyst,99050,USD,99050,US,100,US,M,Medium,,,
549,2022,Senior,SE,Full Time,FT,Data Engineer,160000,USD,160000,US,100,US,M,Medium,,,
550,2022,Senior,SE,Full Time,FT,Data Scientist,205300,USD,205300,US,0,US,L,Large,,,
551,2022,Senior,SE,Full Time,FT,Data Scientist,140400,USD,140400,US,0,US,L,Large,,,
552,2022,Senior,SE,Full Time,FT,Data Scientist,176000,USD,176000,US,100,US,M,Medium,,,
553,2022,Senior,SE,Full Time,FT,Data Scientist,144000,USD,144000,US,100,US,M,Medium,,,
554,2022,Senior,SE,Full Time,FT,Data Engineer,200100,USD,200100,US,100,US,M,Medium,,,
555,2022,Senior,SE,Full Time,FT,Data Engineer,160000,USD,160000,US,100,US,M,Medium,,,
556,2022,Senior,SE,Full Time,FT,Data Engineer,145000,USD,145000,US,100,US,M,Medium,,,
557,2022,Senior,SE,Full Time,FT,Data Engineer,70500,USD,70500,US,0,US,M,Medium,,,
558,2022,Senior,SE,Full Time,FT,Data Scientist,205300,USD,205300,US,0,US,M,Medium,,,
559,2022,Senior,SE,Full Time,FT,Data Scientist,140400,USD,140400,US,0,US,M,Medium,,,
560,2022,Senior,SE,Full Time,FT,Analytics Engineer,205300,USD,205300,US,0,US,M,Medium,,,
561,2022,Senior,SE,Full Time,FT,Analytics Engineer,184700,USD,184700,US,0,US,M,Medium,,,
562,2022,Senior,SE,Full Time,FT,Data Engineer,175100,USD,175100,US,100,US,M,Medium,,,
563,2022,Senior,SE,Full Time,FT,Data Engineer,140250,USD,140250,US,100,US,M,Medium,,,
564,2022,Senior,SE,Full Time,FT,Data Analyst,116150,USD,116150,US,100,US,M,Medium,,,
565,2022,Senior,SE,Full Time,FT,Data Engineer,54000,USD,54000,US,0,US,M,Medium,,,
566,2022,Senior,SE,Full Time,FT,Data Analyst,170000,USD,170000,US,100,US,M,Medium,,,
567,2022,Intermediate,MI,Full Time,FT,Data Analyst,50000,GBP,65438,GB,0,GB,M,Medium,,,
568,2022,Senior,SE,Full Time,FT,Data Analyst,80000,USD,80000,US,100,US,M,Medium,,,
569,2022,Senior,SE,Full Time,FT,Data Scientist,140000,USD,140000,US,100,US,M,Medium,,,
570,2022,Senior,SE,Full Time,FT,Data Scientist,210000,USD,210000,US,100,US,M,Medium,,,
571,2022,Senior,SE,Full Time,FT,Data Scientist,140000,USD,140000,US,100,US,M,Medium,,,
572,2022,Senior,SE,Full Time,FT,Data Analyst,100000,USD,100000,US,100,US,M,Medium,,,
573,2022,Senior,SE,Full Time,FT,Data Analyst,69000,USD,69000,US,100,US,M,Medium,,,
574,2022,Senior,SE,Full Time,FT,Data Scientist,210000,USD,210000,US,100,US,M,Medium,,,
575,2022,Senior,SE,Full Time,FT,Data Scientist,140000,USD,140000,US,100,US,M,Medium,,,
576,2022,Senior,SE,Full Time,FT,Data Scientist,210000,USD,210000,US,100,US,M,Medium,,,
577,2022,Senior,SE,Full Time,FT,Data Analyst,150075,USD,150075,US,100,US,M,Medium,,,
578,2022,Senior,SE,Full Time,FT,Data Engineer,100000,USD,100000,US,100,US,M,Medium,,,
579,2022,Senior,SE,Full Time,FT,Data Engineer,25000,USD,25000,US,100,US,M,Medium,,,
580,2022,Senior,SE,Full Time,FT,Data Analyst,126500,USD,126500,US,100,US,M,Medium,,,
581,2022,Senior,SE,Full Time,FT,Data Analyst,106260,USD,106260,US,100,US,M,Medium,,,
582,2022,Senior,SE,Full Time,FT,Data Engineer,220110,USD,220110,US,100,US,M,Medium,,,
583,2022,Senior,SE,Full Time,FT,Data Engineer,160080,USD,160080,US,100,US,M,Medium,,,
584,2022,Senior,SE,Full Time,FT,Data Analyst,105000,USD,105000,US,100,US,M,Medium,,,
585,2022,Senior,SE,Full Time,FT,Data Analyst,110925,USD,110925,US,100,US,M,Medium,,,
586,2022,Intermediate,MI,Full Time,FT,Data Analyst,35000,GBP,45807,GB,0,GB,M,Medium,,,
587,2022,Senior,SE,Full Time,FT,Data Scientist,140000,USD,140000,US,100,US,M,Medium,,,
588,2022,Senior,SE,Full Time,FT,Data Analyst,99000,USD,99000,US,0,US,M,Medium,,,
589,2022,Senior,SE,Full Time,FT,Data Analyst,60000,USD,60000,US,100,US,M,Medium,,,
590,2022,Senior,SE,Full Time,FT,Data Architect,192564,USD,192564,US,100,US,M,Medium,,,
591,2022,Senior,SE,Full Time,FT,Data Architect,144854,USD,144854,US,100,US,M,Medium,,,
592,2022,Senior,SE,Full Time,FT,Data Scientist,230000,USD,230000,US,100,US,M,Medium,,,
593,2022,Senior,SE,Full Time,FT,Data Scientist,150000,USD,150000,US,100,US,M,Medium,,,
594,2022,Senior,SE,Full Time,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M,Medium,,,
595,2022,Senior,SE,Full Time,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M,Medium,,,
596,2022,Senior,SE,Full Time,FT,Data Scientist,210000,USD,210000,US,100,US,M,Medium,,,
597,2022,Senior,SE,Full Time,FT,Data Analyst,170000,USD,170000,US,100,US,M,Medium,,,
598,2022,Intermediate,MI,Full Time,FT,Data Scientist,160000,USD,160000,US,100,US,M,Medium,,,
599,2022,Intermediate,MI,Full Time,FT,Data Scientist,130000,USD,130000,US,100,US,M,Medium,,,
600,2022,Junior,EN,Full Time,FT,Data Analyst,67000,USD,67000,CA,0,CA,M,Medium,,,
601,2022,Junior,EN,Full Time,FT,Data Analyst,52000,USD,52000,CA,0,CA,M,Medium,,,
602,2022,Senior,SE,Full Time,FT,Data Engineer,154000,USD,154000,US,100,US,M,Medium,,,
603,2022,Senior,SE,Full Time,FT,Data Engineer,126000,USD,126000,US,100,US,M,Medium,,,
604,2022,Senior,SE,Full Time,FT,Data Analyst,129000,USD,129000,US,0,US,M,Medium,,,
605,2022,Senior,SE,Full Time,FT,Data Analyst,150000,USD,150000,US,100,US,M,Medium,,,
606,2022,Intermediate,MI,Full Time,FT,AI Scientist,200000,USD,200000,IN,100,US,L,Large,,,
